gene_id	gene_short_name	halflife_160412_r1	halflife_160412_r2
YMR229C	RRP5	5.3211864	5.80993935
YMR230W	RPS10B	16.85989211	13.47765167
YMR230W-A	YMR230W-A	NA	NA
YMR231W	PEP5	3.18779751	3.178228151
YMR232W	FUS2	NA	1.891189249
YMR233W	TRI1	2.127867328	3.82094644
YMR234W	RNH1	4.915576503	5.922608709
YMR235C	RNA1	8.483871529	8.965228146
YMR236W	TAF9	6.999837266	10.68743131
YMR237W	BCH1	6.210368854	6.846991777
YMR238W	DFG5	4.944589068	6.126579314
YMR239C	RNT1	3.513457144	3.665775464
YMR240C	CUS1	1.539627525	2.081503419
YMR241W	YHM2	4.870721933	5.666516549
YMR242C	RPL20A	17.22492437	15.45203085
YMR242W-A	YMR242W-A	NA	NA
YMR243C	ZRC1	4.609309074	4.950665253
YMR244C-A	COA6	3.416893424	8.645988119
YMR244W	YMR244W	NA	NA
YMR245W	YMR245W	13.34891147	NA
YMR246W	FAA4	3.713749279	4.385415659
YMR247C	RKR1	3.32189092	4.533177748
YMR247W-A	YMR247W-A	NA	NA
YMR250W	GAD1	6.310321811	NA
YMR251W	GTO3	NA	NA
YMR251W-A	HOR7	NA	NA
YMR252C	YMR252C	4.538632614	5.419654381
YMR253C	YMR253C	2.049399443	2.209814498
YMR254C	YMR254C	NA	NA
YMR255W	GFD1	1.385298626	5.287647096
YMR256C	COX7	5.279835309	6.736945672
YMR257C	PET111	2.067838383	1.793667318
YMR258C	ROY1	2.789609727	3.002083352
YMR259C	TRM732	2.917971426	3.162205923
YMR260C	TIF11	12.65718424	14.16726838
YMR261C	TPS3	4.426353114	6.749245888
YMR262W	YMR262W	5.690929958	3.575453705
YMR263W	SAP30	2.308934666	3.439372812
YMR264W	CUE1	6.24352782	6.983620185
YMR265C	YMR265C	3.413629465	3.191917719
YMR266W	RSN1	4.897296464	5.121341439
YMR267W	PPA2	4.486151249	6.547723736
YMR268C	PRP24	0.538444274	1.000554097
YMR269W	TMA23	3.297299122	3.592472989
YMR270C	RRN9	2.611687469	4.284774102
YMR271C	URA10	5.89515707	8.839208486
YMR272C	SCS7	4.589065875	4.907353456
YMR272W-A	YMR272W-A	5.133145561	6.415519125
YMR272W-B	YMR272W-B	NA	NA
YMR273C	ZDS1	2.390006192	2.325507246
YMR274C	RCE1	2.33927698	2.264695373
YMR275C	BUL1	2.323808529	3.131271749
YMR276W	DSK2	10.1128222	13.41849057
YMR277W	FCP1	2.733762272	3.719461944
YMR278W	PGM3	3.665610293	5.631558628
YMR279C	YMR279C	1.864770515	3.520871508
YMR280C	CAT8	2.173629141	NA
YMR281W	GPI12	5.226240524	4.763534786
YMR282C	AEP2	2.093470429	3.363798727
YMR283C	RIT1	2.134836383	3.91591955
YMR284W	YKU70	3.342189238	2.509980374
YMR285C	NGL2	3.528533108	3.641610058
YMR286W	MRPL33	6.817133951	5.864877813
YMR287C	DSS1	1.673639245	2.328491576
YMR288W	HSH155	2.087552305	2.294971423
YMR289W	ABZ2	4.171489448	4.612693801
YMR290C	HAS1	6.466875387	7.108033744
YMR290W-A	YMR290W-A	8.765645449	6.776318457
YMR291W	TDA1	1.352767226	2.601319349
YMR292W	GOT1	4.338046182	6.077736717
YMR293C	HER2	2.787636952	3.231424732
YMR294W	JNM1	4.556632001	2.922408793
YMR294W-A	YMR294W-A	4.537574022	6.75627434
YMR295C	YMR295C	6.786828716	7.716983313
YMR296C	LCB1	4.97546117	4.369465192
YMR297W	PRC1	13.02394262	14.58919973
YMR298W	LIP1	6.652470552	10.90717213
YMR299C	DYN3	1.94868636	1.827603828
YMR300C	ADE4	4.318511702	3.858693676
YMR301C	ATM1	4.859621294	6.447553769
YMR302C	YME2	5.051366593	5.70094851
YMR303C	ADH2	14.58901591	17.20738761
YMR304C-A	YMR304C-A	7.70090799	8.161109012
YMR304W	UBP15	3.434654285	5.995156572
YMR305C	SCW10	7.593421908	8.075809153
YMR306C-A	YMR306C-A	NA	NA
YMR306W	FKS3	NA	NA
YMR307C-A	YMR307C-A	5.563291173	6.332308808
YMR307W	GAS1	5.856014679	6.15816021
YMR308C	PSE1	3.312375167	4.022934375
YMR309C	NIP1	3.344215314	3.809677063
YMR310C	YMR310C	3.086776727	3.637569841
YMR311C	GLC8	3.632160517	5.898975271
YMR312W	ELP6	5.490546674	6.757667714
YMR313C	TGL3	1.753710847	2.561714904
YMR314W	PRE5	7.263380594	9.775732479
YMR315W	YMR315W	6.844110777	10.16208016
YMR315W-A	YMR315W-A	NA	NA
YMR316C-A	YMR316C-A	NA	NA
YMR316C-B	YMR316C-B	NA	NA
YMR316W	DIA1	4.765002005	2.349670164
YMR317W	YMR317W	9.078383277	1.985401699
YMR318C	ADH6	14.11589473	NA
YMR319C	FET4	2.954961989	3.232502451
YMR320W	YMR320W	NA	NA
YNL001W	DOM34	3.302880489	4.914821704
YNL002C	RLP7	3.727162259	4.05773047
YNL003C	PET8	5.281523637	5.824450445
YNL004W	HRB1	4.416789978	4.388592142
YNL005C	MRP7	5.736213263	7.731335054
YNL006W	LST8	7.703492195	8.469131514
YNL007C	SIS1	5.362268621	6.220887978
YNL008C	ASI3	3.209840824	2.988722686
YNL009W	IDP3	NA	NA
YNL010W	YNL010W	14.38667775	15.33259951
YNL011C	YNL011C	2.091113683	3.265223756
YNL012W	SPO1	6.277028072	2.554963891
YNL013C	YNL013C	NA	NA
YNL014W	HEF3	NA	NA
YNL015W	PBI2	9.180068537	NA
YNL016W	PUB1	7.388069343	9.189670566
YNL017C	YNL017C	NA	NA
YNL018C	YNL018C	NA	NA
YNL019C	YNL019C	3.206752722	5.978728246
YNL020C	ARK1	2.550298245	3.211573425
YNL021W	HDA1	2.563459537	3.58060739
YNL022C	YNL022C	2.906545014	3.7543339
YNL023C	FAP1	2.686289022	3.037636852
YNL024C	YNL024C	4.825578257	2.075534977
YNL024C-A	KSH1	5.875909018	5.890677455
YNL025C	SSN8	4.262463709	4.202231536
YNL026W	SAM50	4.021686832	5.78876211
YNL027W	CRZ1	2.230199681	2.744584759
YNL028W	YNL028W	NA	NA
YNL029C	KTR5	3.679262158	3.649887322
YNL030W	HHF2	3.225813096	3.536130515
YNL031C	HHT2	4.57617089	4.449804703
YNL032W	SIW14	3.21082096	3.815304053
YNL033W	YNL033W	NA	4.953435692
YNL034W	YNL034W	NA	NA
YNL035C	YNL035C	5.586272068	5.442155942
YNL036W	NCE103	5.817803013	6.113371796
YNL037C	IDH1	5.682955622	6.399199345
YNL038W	GPI15	2.86721628	2.79148122
YNL039W	BDP1	2.41879413	2.961056597
YNL040W	YNL040W	7.051547818	7.873553479
YNL041C	COG6	3.108282991	2.478621137
YNL042W	BOP3	1.514467625	1.439974695
YNL042W-B	YNL042W-B	NA	NA
YNL043C	YNL043C	9.29136041	7.564007594
YNL044W	YIP3	6.389602625	6.432129566
YNL045W	LAP2	7.365847545	9.125655048
YNL046W	YNL046W	4.784564825	6.240316949
YNL047C	SLM2	1.491606815	2.015260959
YNL048W	ALG11	2.914803036	4.138521322
YNL049C	SFB2	3.704753208	6.113464799
YNL050C	YNL050C	2.300343176	1.528885919
YNL051W	COG5	2.774903721	3.800758927
YNL052W	COX5A	4.362431508	4.938693934
YNL053W	MSG5	2.449610198	1.991307341
YNL054W	VAC7	2.042937974	2.334376191
YNL055C	POR1	18.65975183	18.87900494
YNL056W	OCA2	3.118491851	3.770561257
YNL057W	YNL057W	NA	NA
YNL058C	YNL058C	4.576188435	5.383228862
YNL059C	ARP5	3.443352412	3.60111283
YNL061W	NOP2	5.299031243	5.186412443
YNL062C	GCD10	3.455243226	3.917303512
YNL063W	MTQ1	5.21211094	5.421723765
YNL064C	YDJ1	6.805511369	7.62622461
YNL065W	AQR1	0.779193831	1.229356023
YNL066W	SUN4	3.178893765	3.137102924
YNL067W	RPL9B	11.59569247	9.102551575
YNL067W-A	YNL067W-A	NA	NA
YNL067W-B	YNL067W-B	NA	NA
YNL068C	FKH2	1.270879328	2.151874469
YNL069C	RPL16B	15.53646118	14.51148995
YNL070W	TOM7	5.498333421	7.883017956
YNL071W	LAT1	14.74020824	13.05407578
YNL072W	RNH201	3.485161393	3.08051201
YNL073W	MSK1	4.687086095	5.685136714
YNL074C	MLF3	5.778599138	7.850208738
YNL075W	IMP4	3.212027567	3.86251097
YNL076W	MKS1	2.255421587	1.675713024
YNL077W	APJ1	3.550254279	3.432938078
YNL078W	NIS1	2.411036666	3.054554687
YNL079C	TPM1	18.22329836	24.16954414
YNL080C	EOS1	2.144444991	3.306530316
YNL081C	SWS2	4.966258808	5.953760396
YNL082W	PMS1	2.325791477	2.470568197
YNL083W	SAL1	2.645027688	3.376936016
YNL084C	END3	4.346885229	6.375770037
YNL085W	MKT1	5.714160581	8.05554681
YNL086W	SNN1	NA	3.482986693
YNL087W	TCB2	5.71749837	5.390152661
YNL088W	TOP2	5.007530999	5.544740135
YNL089C	YNL089C	NA	NA
YNL090W	RHO2	4.347468761	4.563865066
YNL091W	NST1	3.470963962	3.414578882
YNL092W	YNL092W	NA	NA
YNL093W	YPT53	NA	NA
YNL094W	APP1	2.520679425	3.016466834
YNL095C	YNL095C	2.593867375	2.331268216
YNL096C	RPS7B	9.106280312	9.196594666
YNL097C	PHO23	3.685316889	4.407042569
YNL097C-B	YNL097C-B	NA	NA
YNL097W-A	YNL097W-A	4.709140921	1.164865762
YNL098C	RAS2	4.777414969	5.636661144
YNL099C	OCA1	3.586271885	3.368032893
YNL100W	AIM37	4.971638555	5.17732925
YNL101W	AVT4	2.51284502	2.814407895
YNL102W	POL1	2.835413326	3.661951923
YNL103W	MET4	1.863536328	1.795009399
YNL103W-A	YNL103W-A	4.056524973	NA
YNL104C	LEU4	7.344674295	8.497656313
YNL105W	RRT16	NA	NA
YNL106C	INP52	2.136093537	2.688517475
YNL107W	YAF9	2.799640441	2.725360329
YNL108C	YNL108C	4.873124914	7.58537131
YNL109W	YNL109W	5.095973559	7.118606046
YNL110C	NOP15	3.267962639	3.366126703
YNL111C	CYB5	2.041398292	2.543989147
YNL112W	DBP2	5.975469139	5.284443982
YNL113W	RPC19	2.185059045	2.480393307
YNL114C	YNL114C	3.772534043	3.848602251
YNL115C	YNL115C	4.570072103	4.879683819
YNL116W	DMA2	2.358165035	2.079385372
YNL117W	MLS1	NA	NA
YNL118C	DCP2	1.979220704	1.889432918
YNL119W	NCS2	1.635105968	1.595485834
YNL120C	YNL120C	1.437820569	1.135232217
YNL121C	TOM70	7.041466323	7.941656452
YNL122C	YNL122C	6.907973739	4.150221692
YNL123W	NMA111	2.791184396	3.168001436
YNL124W	NAF1	3.189342985	2.819407037
YNL125C	ESBP6	3.397817512	3.216169983
YNL126W	SPC98	1.367786724	1.898365477
YNL127W	FAR11	2.861678797	3.933078982
YNL128W	TEP1	NA	NA
YNL129W	NRK1	4.191225587	6.05742093
YNL130C	CPT1	5.502572226	5.930643019
YNL130C-A	DGR1	NA	NA
YNL131W	TOM22	11.40109886	12.8146168
YNL132W	KRE33	4.469190594	5.962322451
YNL133C	FYV6	4.355426804	NA
YNL134C	YNL134C	12.89954198	NA
YNL135C	FPR1	38.32263476	38.58818208
YNL136W	EAF7	6.370393837	5.480357089
YNL137C	NAM9	5.574105086	5.926226963
YNL138W	SRV2	10.26996438	12.30314496
YNL138W-A	YSF3	NA	NA
YNL139C	THO2	2.420892355	3.427108545
YNL140C	YNL140C	3.758056783	3.368661542
YNL141W	AAH1	5.079842029	5.263689908
YNL142W	MEP2	3.031774644	3.621383489
YNL143C	YNL143C	NA	NA
YNL144C	YNL144C	0.859806103	5.670121639
YNL144W-A	YNL144W-A	NA	NA
YNL145W	MFA2	3.582718599	2.02089289
YNL146C-A	YNL146C-A	NA	NA
YNL146W	YNL146W	7.666272468	NA
YNL147W	LSM7	6.416611849	4.497441097
YNL148C	ALF1	2.629677774	5.633596113
YNL149C	PGA2	1.57982291	NA
YNL150W	YNL150W	12.50388924	12.90278338
YNL151C	RPC31	4.830227707	4.508525568
YNL152W	INN1	2.641709169	2.91411975
YNL153C	GIM3	4.294261522	4.686563184
YNL154C	YCK2	3.627201445	4.555045765
YNL155W	YNL155W	5.03041859	6.861689982
YNL156C	NSG2	4.261009827	4.569070928
YNL157W	IGO1	4.506634546	4.522977126
YNL158W	PGA1	2.863928884	4.602179227
YNL159C	ASI2	3.913117321	4.037969359
YNL160W	YGP1	9.034981673	11.80080543
YNL161W	CBK1	3.222157267	3.111542224
YNL162W	RPL42A	13.92827919	9.912821494
YNL162W-A	YNL162W-A	5.437089154	2.045086559
YNL163C	RIA1	3.08668591	3.074138129
YNL164C	IBD2	1.422458339	1.214650782
YNL165W	YNL165W	2.785231233	2.891244713
YNL166C	BNI5	3.877185436	3.021626734
YNL167C	SKO1	2.908119064	2.581936976
YNL168C	FMP41	11.81963723	14.16590738
YNL169C	PSD1	3.117644578	4.095175991
YNL170W	YNL170W	3.25960188	5.103770427
YNL171C	YNL171C	1.572432599	1.880349958
YNL172W	APC1	1.906358987	2.441542868
YNL173C	MDG1	8.19670753	8.416218207
YNL174W	YNL174W	NA	NA
YNL175C	NOP13	6.272712711	6.549411537
YNL176C	TDA7	2.417204679	3.94929455
YNL177C	MRPL22	5.556470771	8.346587966
YNL178W	RPS3	13.06646102	12.22694403
YNL179C	YNL179C	3.462926033	NA
YNL180C	RHO5	3.917502618	4.702235267
YNL181W	YNL181W	5.526937089	8.828011021
YNL182C	IPI3	2.67299654	2.683560351
YNL183C	NPR1	2.616614143	3.791247698
YNL184C	YNL184C	NA	NA
YNL185C	MRPL19	5.163111544	6.980997341
YNL186W	UBP10	1.51880469	1.523487689
YNL187W	SWT21	4.292732223	2.048855398
YNL188W	KAR1	1.580469081	1.43871823
YNL189W	SRP1	6.025124716	6.677379231
YNL190W	YNL190W	5.581074375	6.077684377
YNL191W	DUG3	3.544081845	4.559345186
YNL192W	CHS1	2.635879841	3.58714186
YNL193W	YNL193W	4.436670449	5.401682884
YNL194C	YNL194C	5.943570486	NA
YNL195C	YNL195C	NA	NA
YNL196C	SLZ1	2.354554664	NA
YNL197C	WHI3	1.302705861	1.991117612
YNL198C	YNL198C	NA	NA
YNL199C	GCR2	2.221961971	1.831461757
YNL200C	YNL200C	4.130364901	12.86195014
YNL201C	PSY2	1.713323264	1.901769058
YNL202W	SPS19	3.490782423	NA
YNL203C	YNL203C	NA	NA
YNL204C	SPS18	2.192883567	3.386426135
YNL205C	YNL205C	1.527350754	NA
YNL206C	RTT106	2.407562058	2.939317471
YNL207W	RIO2	2.776798197	3.216617938
YNL208W	YNL208W	31.75078988	NA
YNL209W	SSB2	12.51491143	14.53693199
YNL210W	MER1	NA	NA
YNL211C	YNL211C	NA	2.919665825
YNL212W	VID27	3.860799203	4.404870802
YNL213C	RRG9	2.715801234	3.428694789
YNL214W	PEX17	1.89580835	4.623926918
YNL215W	IES2	4.758521315	3.609248914
YNL216W	RAP1	2.693649545	2.665033694
YNL217W	YNL217W	4.322747265	4.800274105
YNL218W	MGS1	1.873169822	4.083170377
YNL219C	ALG9	3.667737082	4.696214281
YNL220W	ADE12	6.778246878	8.46055099
YNL221C	POP1	1.808843186	1.787243822
YNL222W	SSU72	2.323214583	2.271015643
YNL223W	ATG4	2.131045994	3.82736406
YNL224C	SQS1	1.918689969	1.628753631
YNL225C	CNM67	1.252496557	1.291419309
YNL226W	YNL226W	NA	NA
YNL227C	JJJ1	3.694636663	4.20436693
YNL228W	YNL228W	2.775892574	3.518607838
YNL229C	URE2	2.906221699	5.884921937
YNL230C	ELA1	1.462770486	1.74761338
YNL231C	PDR16	2.900727885	3.54866327
YNL232W	CSL4	2.838982738	2.777793013
YNL233W	BNI4	1.851768075	2.228130569
YNL234W	YNL234W	2.506874956	3.153390539
YNL235C	YNL235C	2.258043385	NA
YNL236W	SIN4	1.731257251	2.610174441
YNL237W	YTP1	2.665613555	7.08459032
YNL238W	KEX2	1.753140847	2.355432191
YNL239W	LAP3	12.37867461	13.62824152
YNL240C	NAR1	7.669622559	8.508492956
YNL241C	ZWF1	10.07120092	12.94226196
YNL242W	ATG2	NA	3.748546852
YNL243W	SLA2	4.491093463	4.884585669
YNL244C	SUI1	8.088368972	7.209979679
YNL245C	CWC25	6.628133847	7.338386676
YNL246W	VPS75	6.085890565	8.30296052
YNL247W	YNL247W	7.588048327	8.697937957
YNL248C	RPA49	4.813301241	4.641967523
YNL249C	MPA43	4.825914153	2.711153917
YNL250W	RAD50	4.39325499	5.588066474
YNL251C	NRD1	2.313685036	2.322932351
YNL252C	MRPL17	3.158354059	6.334615144
YNL253W	TEX1	3.794229207	5.26335117
YNL254C	RTC4	0.835787356	1.920755454
YNL255C	GIS2	7.080126683	10.87825725
YNL256W	FOL1	3.425489048	4.071595707
YNL257C	SIP3	2.417488116	2.82485422
YNL258C	DSL1	2.811423385	3.366243037
YNL259C	ATX1	5.020153204	5.324297639
YNL260C	YNL260C	4.094536117	7.785406104
YNL261W	ORC5	2.628984669	3.303546123
YNL262W	POL2	3.787378784	4.211807832
YNL263C	YIF1	4.064390606	3.853858143
YNL264C	PDR17	5.588854421	6.830484397
YNL265C	IST1	4.245359337	3.352885273
YNL266W	YNL266W	3.887043649	7.453477354
YNL267W	PIK1	2.315699781	2.741719518
YNL268W	LYP1	3.196087998	3.103069157
YNL269W	BSC4	NA	NA
YNL270C	ALP1	NA	NA
YNL271C	BNI1	2.57044807	2.793407147
YNL272C	SEC2	2.728729258	3.335011429
YNL273W	TOF1	1.465933191	3.305635824
YNL274C	GOR1	7.163187318	9.725092773
YNL275W	BOR1	1.46853581	2.390919796
YNL276C	YNL276C	NA	NA
YNL277W	MET2	4.376333378	5.057262907
YNL277W-A	YNL277W-A	NA	NA
YNL278W	CAF120	2.729688059	1.364456248
YNL279W	PRM1	2.741131126	9.038097187
YNL280C	ERG24	5.292362227	5.978337337
YNL281W	HCH1	9.035874969	12.3189304
YNL282W	POP3	2.479297649	NA
YNL283C	WSC2	3.957631068	3.414192351
YNL284C	MRPL10	5.86261917	6.407057468
YNL285W	YNL285W	NA	NA
YNL286W	CUS2	4.959490979	4.249572247
YNL287W	SEC21	5.674918124	7.260807313
YNL288W	CAF40	2.557806463	2.848835885
YNL289W	PCL1	2.68132891	NA
YNL290W	RFC3	4.96750125	4.571986424
YNL291C	MID1	3.292522686	4.266405822
YNL292W	PUS4	5.640526481	4.722132257
YNL293W	MSB3	2.551298967	2.326921082
YNL294C	RIM21	2.529439066	4.295351077
YNL295W	YNL295W	2.602739132	3.929122854
YNL296W	YNL296W	NA	NA
YNL297C	MON2	2.310686948	2.932502064
YNL298W	CLA4	1.851336344	2.13928708
YNL299W	TRF5	1.018451508	1.384267358
YNL300W	TOS6	3.256369306	3.348795
YNL301C	RPL18B	15.31357954	13.38889387
YNL302C	RPS19B	21.23706076	17.70827832
YNL303W	YNL303W	10.89840637	11.4371018
YNL304W	YPT11	2.251913206	1.682280126
YNL305C	BXI1	4.119690174	5.064499669
YNL306W	MRPS18	7.727623891	6.819505013
YNL307C	MCK1	7.524589978	8.962650272
YNL308C	KRI1	2.513616263	4.402202456
YNL309W	STB1	2.044930189	4.695874109
YNL310C	ZIM17	7.220993554	5.345403102
YNL311C	SKP2	2.373899576	2.999508079
YNL312W	RFA2	6.351460491	8.199854306
YNL313C	EMW1	2.517552906	2.914764998
YNL314W	DAL82	3.438393645	3.73641006
YNL315C	ATP11	7.232989106	8.347016526
YNL316C	PHA2	1.896685662	2.20898605
YNL317W	PFS2	1.912275808	2.941949108
YNL318C	HXT14	NA	NA
YNL319W	YNL319W	3.381895213	1.30483841
YNL320W	YNL320W	3.5617636	4.446569609
YNL321W	VNX1	2.396015789	4.201563895
YNL322C	KRE1	4.078006607	5.22097049
YNL323W	LEM3	3.372070147	5.464502227
YNL324W	YNL324W	NA	NA
YNL325C	FIG4	1.72676882	2.012927401
YNL326C	PFA3	1.424229371	2.598261193
YNL327W	EGT2	1.669962518	2.066108345
YNL328C	MDJ2	NA	NA
YNL329C	PEX6	2.502393999	3.873791445
YNL330C	RPD3	3.669350984	4.820512515
YNL331C	AAD14	3.321802711	NA
YNL332W	THI12	NA	NA
YNL333W	SNZ2	11.33466173	5.239956632
YNL334C	SNO2	5.643732246	3.559131828
YNL336W	COS1	5.185585014	5.710030306
YNL337W	YNL337W	NA	NA
YNL338W	YNL338W	NA	NA
YNR001C	CIT1	5.569189961	7.622410003
YNR001W-A	YNR001W-A	NA	NA
YNR002C	ATO2	NA	NA
YNR003C	RPC34	5.241514917	5.741692257
YNR003W-A	YNR003W-A	5.138355153	3.976750907
YNR004W	SWM2	2.764025506	4.329439754
YNR005C	YNR005C	NA	NA
YNR006W	VPS27	3.85271541	4.444741619
YNR007C	ATG3	2.040771739	2.160869382
YNR008W	LRO1	3.024767872	3.706197014
YNR009W	NRM1	2.195013247	3.063395716
YNR010W	CSE2	2.412197034	2.827356039
YNR011C	PRP2	2.178967499	3.212976731
YNR012W	URK1	2.61963061	3.306893561
YNR013C	PHO91	3.513658095	4.300184416
YNR014W	YNR014W	NA	NA
YNR015W	SMM1	5.050866121	4.295035794
YNR016C	ACC1	8.574161038	9.919947877
YNR017W	TIM23	4.872454977	5.037744389
YNR018W	RCF2	6.725768406	7.478334901
YNR019W	ARE2	3.878230744	4.868111804
YNR020C	ATP23	2.664421513	4.36274861
YNR021W	YNR021W	7.263633735	8.044448398
YNR022C	MRPL50	5.413555228	5.086852538
YNR023W	SNF12	1.910591531	2.531121229
YNR024W	MPP6	3.387953613	3.813200203
YNR025C	YNR025C	2.88098312	3.796719527
YNR026C	SEC12	2.621604528	2.968948974
YNR027W	BUD17	3.729575599	3.908874778
YNR028W	CPR8	3.737177973	4.442853949
YNR029C	YNR029C	4.016442186	3.356299269
YNR030W	ALG12	4.24451777	5.086815527
YNR031C	SSK2	1.477417237	1.267745929
YNR032C-A	HUB1	NA	14.66099224
YNR032W	PPG1	3.941471345	4.628393292
YNR033W	ABZ1	3.917705226	5.565862936
YNR034W	SOL1	4.018313712	4.582346183
YNR034W-A	YNR034W-A	NA	NA
YNR035C	ARC35	7.052963253	9.821074812
YNR036C	MRPS12	8.141788693	6.592651802
YNR037C	RSM19	NA	NA
YNR038W	DBP6	3.059521408	2.83806748
YNR039C	ZRG17	1.564788802	2.357389762
YNR040W	YNR040W	3.697919202	5.908452738
YNR041C	COQ2	3.244556988	3.470997863
YNR042W	YNR042W	3.478102244	5.62719729
YNR043W	MVD1	8.100934854	8.79823275
YNR044W	AGA1	3.339774742	3.519934116
YNR045W	PET494	2.574876608	3.817559252
YNR046W	TRM112	6.253983701	5.236303258
YNR047W	FPK1	3.156638049	3.586996343
YNR048W	YNR048W	1.851288861	2.35418338
YNR049C	MSO1	2.604314675	5.979175726
YNR050C	LYS9	12.8139786	14.83689669
YNR051C	BRE5	3.006986044	2.574465104
YNR052C	POP2	3.610220168	3.666561155
YNR053C	NOG2	1.342610963	1.694127376
YNR054C	ESF2	2.751122686	2.960622315
YNR055C	HOL1	3.227748015	3.705673775
YNR056C	BIO5	3.686336134	2.946134789
YNR057C	BIO4	4.570511654	6.829403021
YNR058W	BIO3	NA	3.706471156
YNR059W	MNT4	4.647797699	5.25261005
YNR060W	FRE4	4.323980993	4.63873818
YNR061C	YNR061C	3.798681545	4.541642596
YNR062C	YNR062C	1.968523688	9.090798017
YNR063W	YNR063W	3.254457944	1.237042092
YNR064C	YNR064C	3.106990889	2.661990738
YNR065C	YNR065C	NA	NA
YNR066C	YNR066C	2.477487865	3.44025605
YNR067C	DSE4	1.165533666	1.170454492
YNR068C	YNR068C	NA	NA
YNR069C	BSC5	1.746992484	2.689293208
YNR075C-A	YNR075C-A	NA	NA
YNR075W	COS10	2.450216608	2.79745165
YOL001W	PHO80	1.827934589	3.631280324
YOL002C	IZH2	3.481172575	4.052028336
YOL003C	PFA4	4.906890809	4.20137584
YOL004W	SIN3	3.193188545	3.593856697
YOL005C	RPB11	14.87427459	5.409117663
YOL006C	TOP1	1.744482095	1.63840123
YOL007C	CSI2	1.929845548	2.314296228
YOL008W	COQ10	3.871413844	4.647777033
YOL009C	MDM12	NA	3.073181415
YOL010W	RCL1	1.725687581	1.624585508
YOL011W	PLB3	0.885068962	1.412659888
YOL012C	HTZ1	6.323846141	6.47116961
YOL013C	HRD1	2.6377696	2.895760541
YOL013W-A	YOL013W-A	NA	NA
YOL013W-B	YOL013W-B	NA	NA
YOL014W	YOL014W	NA	NA
YOL015W	IRC10	NA	NA
YOL016C	CMK2	3.333853099	4.028452429
YOL017W	ESC8	2.002292623	1.979320348
YOL018C	TLG2	2.991511304	3.235843098
YOL019W	YOL019W	1.933974802	2.007013244
YOL019W-A	YOL019W-A	NA	NA
YOL020W	TAT2	1.858367771	2.177224885
YOL021C	DIS3	2.87596086	3.76772591
YOL022C	TSR4	6.142904831	7.44725882
YOL023W	IFM1	1.596240553	2.823236492
YOL024W	YOL024W	NA	NA
YOL025W	LAG2	2.546955259	2.628211758
YOL026C	MIM1	14.49469346	NA
YOL027C	MDM38	3.897576584	4.510435438
YOL028C	YAP7	2.529571074	1.555820883
YOL029C	YOL029C	2.729432112	5.008748935
YOL030W	GAS5	6.496085509	7.235481107
YOL031C	SIL1	2.542511486	2.832852931
YOL032W	OPI10	2.604461421	4.090693189
YOL033W	MSE1	3.630164617	6.53782331
YOL034W	SMC5	2.274600715	2.025684881
YOL035C	YOL035C	NA	2.710382884
YOL036W	YOL036W	1.955208647	2.15626751
YOL037C	YOL037C	2.005912684	1.363195801
YOL038C-A	YOL038C-A	NA	NA
YOL038W	PRE6	8.716416846	9.980159464
YOL039W	RPP2A	18.49258941	17.22189657
YOL040C	RPS15	20.1214421	19.87692822
YOL041C	NOP12	3.600459523	4.070600029
YOL042W	NGL1	3.087321331	5.318828913
YOL043C	NTG2	NA	2.710193746
YOL044W	PEX15	2.358130805	2.2006565
YOL045W	PSK2	2.016464304	1.608351788
YOL046C	YOL046C	NA	1.185610851
YOL047C	YOL047C	NA	NA
YOL048C	RRT8	3.867941296	5.813058945
YOL049W	GSH2	6.79218124	9.99773774
YOL050C	YOL050C	NA	NA
YOL051W	GAL11	2.64426527	4.201177848
YOL052C	SPE2	3.983137641	4.295428988
YOL052C-A	DDR2	NA	NA
YOL053W	AIM39	2.417036334	4.784251395
YOL054W	PSH1	2.112000968	2.998515503
YOL055C	THI20	5.428244191	5.101344783
YOL056W	GPM3	1.83491552	2.925426295
YOL057W	YOL057W	6.097141556	7.392343468
YOL058W	ARG1	8.798583594	9.16565117
YOL059W	GPD2	3.947372037	3.703492528
YOL060C	MAM3	3.418484818	4.780622903
YOL061W	PRS5	4.999517489	5.855638279
YOL062C	APM4	4.143713364	4.340445924
YOL063C	CRT10	1.641889599	1.763799069
YOL064C	MET22	7.323405059	7.84499063
YOL065C	INP54	3.729664164	4.529491149
YOL066C	RIB2	1.841631539	1.746973453
YOL067C	RTG1	2.492265605	1.343294091
YOL068C	HST1	2.153555853	2.02347471
YOL069W	NUF2	2.5767417	2.341778953
YOL070C	NBA1	4.834631813	5.186639555
YOL071W	EMI5	8.304323091	5.508599586
YOL072W	THP1	2.126111107	1.728254004
YOL073C	YOL073C	2.933496841	5.355639392
YOL075C	YOL075C	3.913634535	4.344708272
YOL076W	MDM20	2.253276046	1.632772622
YOL077C	BRX1	5.05370061	4.959842876
YOL077W-A	ATP19	5.033459247	9.526998124
YOL078W	AVO1	1.145673536	1.81450277
YOL079W	YOL079W	NA	NA
YOL080C	REX4	2.645359012	3.24634105
YOL081W	IRA2	3.91012388	4.405807192
YOL082W	ATG19	2.761079292	6.57414697
YOL083C-A	YOL083C-A	5.007355995	NA
YOL083W	ATG34	4.839457954	8.464634334
YOL084W	PHM7	NA	NA
YOL085C	YOL085C	NA	NA
